price,total_area,number_of_rooms,apartment_condition,housing_fund,region,living_room,parking_spot,number_of_floors,bathroom,floor,is_penthouse,compartmentalization
59400,40,2,8,0,46,-1,-1,11.0,1.0,8.0,0,8
65000,37,2,6,1,41,-1,0,9.0,2.0,1.0,0,8
135101,72,4,5,1,44,0,0,9.0,2.0,9.0,0,9
135900,102,4,-1,0,44,0,-1,12.0,1.0,4.0,0,8
43000,60,4,-1,1,24,-1,-1,5.0,1.0,1.0,0,8
49000,52,3,7,1,59,-1,-1,5.0,2.0,3.0,0,8
82900,42,3,5,1,41,-1,0,16.0,1.0,14.0,0,8
85000,48,2,-1,0,47,-1,-1,14.0,1.0,10.0,0,8
169000,78,3,4,0,42,0,-1,10.0,2.0,9.0,0,8
149900,76,3,5,0,43,-1,-1,11.0,1.0,11.0,0,8
159000,82,4,5,1,41,-1,0,10.0,2.0,1.0,0,8
84300,60,3,-1,0,47,-1,-1,15.0,1.0,4.0,0,8
95000,76,2,8,0,41,-1,-1,16.0,1.0,9.0,0,8
105900,89,4,8,0,43,0,3,16.0,2.0,14.0,0,8
54000,45,2,8,0,45,0,-1,9.0,1.0,7.0,0,8
103900,45,2,5,0,49,0,3,6.0,1.0,1.0,0,8
250000,122,4,4,0,44,0,0,9.0,2.0,4.0,0,8
73900,58,3,5,1,41,-1,-1,16.0,1.0,8.0,0,8
158000,105,4,5,0,42,0,0,6.0,2.0,6.0,0,8
68445,51,2,8,0,46,-1,3,14.0,1.0,9.0,0,8
54500,37,2,0,1,47,-1,0,5.0,1.0,5.0,0,5
105500,45,3,5,1,43,-1,-1,4.0,1.0,3.0,0,8
45000,35,4,-1,1,42,0,0,9.0,1.0,7.0,0,8
142999,59,3,5,0,42,0,0,3.0,1.0,2.0,0,8
105900,54,2,5,0,45,0,-1,9.0,1.0,1.0,0,8
113970,87,4,8,0,41,0,3,12.0,2.0,4.0,0,8
65250,45,3,2,0,54,-1,0,7.0,1.0,2.0,0,8
94900,50,3,5,1,43,0,0,3.0,2.0,1.0,0,8
155000,70,3,5,0,44,0,0,10.0,2.0,4.0,0,8
133540,61,3,6,0,47,0,-1,9.0,1.0,2.0,0,8
134900,66,3,5,0,43,0,0,15.0,1.0,8.0,0,8
179900,85,4,5,0,42,0,-1,9.0,2.0,7.0,0,8
36500,20,2,5,1,42,1,0,9.0,1.0,5.0,0,8
145900,120,4,5,0,64,-1,0,5.0,2.0,1.0,0,8
179900,94,4,8,0,42,-1,0,6.0,1.0,6.0,0,8
87000,45,2,5,0,41,-1,-1,10.0,1.0,5.0,0,8
85000,120,4,5,0,45,-1,-1,6.0,1.0,6.0,0,8
123000,69,3,8,0,42,-1,-1,9.0,2.0,4.0,0,8
148000,70,3,5,0,42,-1,3,12.0,1.0,1.0,0,8
128674,77,2,5,0,46,0,0,14.0,1.0,14.0,0,8
79350,66,3,8,0,49,-1,-1,9.0,1.0,3.0,0,8
89900,47,3,5,0,41,1,2,3.0,1.0,2.0,0,8
147500,82,3,8,0,42,0,-1,13.0,1.0,9.0,0,8
41580,42,2,8,0,45,-1,3,10.0,1.0,6.0,0,8
144900,65,3,5,0,41,0,0,12.0,2.0,9.0,0,8
88900,59,3,5,0,45,-1,-1,4.0,1.0,4.0,0,8
30000,19,1,-1,1,42,-1,-1,5.0,1.0,5.0,0,8
174000,46,2,5,0,43,-1,-1,12.0,1.0,6.0,0,8
179900,170,5,-1,0,41,-1,-1,6.0,3.0,6.0,0,8
129900,230,4,0,1,42,-1,1,2.0,3.0,1.0,0,8
134900,58,3,5,0,44,-1,0,9.0,1.0,4.0,0,8
83500,48,2,5,0,47,-1,0,17.0,1.0,11.0,0,8
68500,50,3,-1,1,47,-1,-1,5.0,2.0,5.0,0,0
189000,82,4,5,0,41,-1,-1,15.0,1.0,9.0,0,8
55380,71,3,8,0,134,-1,3,5.0,1.0,2.0,0,8
89900,54,2,5,0,42,0,0,13.0,1.0,11.0,0,8
75000,36,2,-1,0,43,-1,-1,9.0,1.0,4.0,0,8
89600,64,3,8,0,47,0,-1,16.0,2.0,13.0,0,8
60386,45,2,8,0,49,-1,3,9.0,1.0,3.0,0,8
189900,108,3,5,0,41,0,-1,13.0,2.0,3.0,0,8
185000,64,3,5,0,43,0,3,14.0,1.0,4.0,0,8
146000,45,2,5,0,42,1,0,7.0,1.0,6.0,0,8
162500,65,3,8,0,47,-1,3,5.0,1.0,5.0,0,8
155000,65,3,5,0,42,-1,0,13.0,2.0,4.0,0,8
380000,115,4,5,0,43,0,3,8.0,2.0,7.0,0,8
126900,52,2,-1,0,44,0,-1,11.0,1.0,1.0,0,8
72000,37,2,5,0,45,-1,0,6.0,1.0,3.0,0,8
165000,58,2,5,0,47,-1,0,14.0,1.0,6.0,0,8
148000,51,2,-1,0,44,0,-1,16.0,1.0,12.0,0,8
107900,64,3,8,0,46,-1,0,8.0,2.0,6.0,0,8
115990,69,3,8,0,49,0,3,10.0,2.0,8.0,0,8
459000,180,4,5,0,43,0,2,2.0,1.0,1.0,0,10
175001,85,3,5,0,48,0,0,10.0,1.0,9.0,0,8
95000,35,2,5,0,43,-1,0,11.0,1.0,10.0,0,8
129000,71,4,0,1,41,-1,0,9.0,2.0,2.0,0,9
92500,55,3,5,1,42,0,0,9.0,1.0,4.0,0,1
160000,52,2,5,0,41,0,0,17.0,1.0,15.0,0,8
84900,55,3,6,1,41,-1,0,9.0,2.0,4.0,0,9
56900,35,2,7,1,44,-1,-1,9.0,1.0,6.0,0,9
125500,66,3,5,0,44,-1,-1,13.0,1.0,7.0,0,8
169999,73,3,5,0,47,0,0,10.0,1.0,7.0,0,8
155700,70,3,5,0,43,0,-1,13.0,1.0,13.0,0,8
145000,57,3,5,0,43,-1,0,9.0,1.0,4.0,0,8
69900,40,2,0,1,42,-1,0,9.0,1.0,3.0,0,8
75000,38,2,5,1,41,-1,-1,5.0,1.0,1.0,0,8
95000,70,3,-1,0,41,-1,-1,12.0,1.0,1.0,0,8
77900,50,2,2,1,47,-1,0,3.0,2.0,5.0,0,12
50000,76,4,-1,1,37,-1,-1,5.0,1.0,1.0,0,8
78850,62,3,8,0,49,0,0,12.0,1.0,11.0,0,8
109000,70,3,8,0,47,0,0,18.0,1.0,9.0,0,8
105547,92,4,-1,0,46,0,3,10.0,2.0,9.0,0,8
75000,46,2,8,0,47,-1,-1,17.0,1.0,9.0,0,8
38000,31,2,-1,1,94,-1,-1,2.0,1.0,1.0,0,8
129900,58,3,7,1,41,1,0,9.0,2.0,8.0,0,8
33000,17,2,5,1,44,-1,-1,6.0,1.0,3.0,0,8
154900,89,4,8,0,42,-1,-1,11.0,2.0,3.0,0,8
147900,77,4,5,0,45,0,0,10.0,2.0,7.0,0,8
125000,89,5,7,1,43,-1,0,2.0,2.0,1.0,0,8
160000,93,3,5,0,47,0,0,10.0,2.0,4.0,0,8
179000,75,3,5,0,44,0,-1,14.0,1.0,3.0,0,8
89900,70,4,6,1,41,-1,0,9.0,1.0,3.0,0,9
98000,70,4,7,1,49,0,0,10.0,2.0,7.0,0,9
71900,40,2,-1,1,45,-1,-1,9.0,1.0,4.0,0,8
95000,43,2,5,0,49,-1,-1,12.0,1.0,6.0,0,8
134900,66,3,5,1,46,0,0,9.0,1.0,5.0,0,8
79900,95,3,8,1,42,-1,0,5.0,1.0,5.0,0,3
132000,56,3,5,1,47,0,-1,5.0,1.0,3.0,0,8
165900,65,3,5,0,41,0,0,15.0,1.0,13.0,0,8
45000,24,2,-1,1,41,-1,-1,4.0,1.0,1.0,0,8
154000,88,3,-1,0,49,-1,-1,12.0,1.0,8.0,0,8
63800,48,2,2,0,49,-1,0,9.0,1.0,4.0,0,8
115000,61,3,5,0,45,-1,-1,11.0,1.0,2.0,0,8
87500,73,3,5,1,41,0,-1,5.0,1.0,2.0,0,8
80000,49,3,6,1,47,-1,0,10.0,1.0,9.0,0,8
97000,43,3,5,0,46,-1,0,9.0,1.0,3.0,0,8
37500,50,4,5,1,75,-1,0,5.0,1.0,1.0,0,8
235000,60,3,-1,0,43,0,-1,10.0,1.0,7.0,0,8
85000,44,3,5,1,49,-1,0,5.0,1.0,3.0,0,8
82250,47,2,-1,0,43,-1,-1,10.0,1.0,5.0,0,8
74900,40,2,-1,0,41,-1,-1,23.0,1.0,7.0,0,8
22000,21,1,-1,1,42,-1,0,9.0,1.0,4.0,0,8
164900,55,3,5,0,43,0,0,7.0,1.0,5.0,0,8
39500,19,1,5,1,42,-1,0,5.0,1.0,2.0,0,8
225000,75,3,5,0,43,0,0,5.0,1.0,2.0,0,8
52130,42,2,8,0,49,-1,0,9.0,1.0,3.0,0,8
65000,40,2,0,1,43,-1,-1,9.0,1.0,1.0,0,2
139900,73,3,8,0,42,0,3,15.0,2.0,14.0,0,8
146900,64,4,-1,0,49,0,-1,10.0,1.0,10.0,0,8
145500,50,2,5,0,43,0,-1,13.0,1.0,5.0,0,8
119000,70,3,8,0,44,-1,-1,8.0,2.0,3.0,0,8
82900,50,2,-1,0,41,0,-1,6.0,1.0,6.0,0,8
96530,53,2,5,0,41,0,0,10.0,1.0,5.0,0,8
169000,130,5,5,1,41,1,0,6.0,2.0,6.0,0,8
129170,98,4,5,0,41,-1,0,12.0,2.0,4.0,0,8
91000,65,3,4,0,47,0,-1,9.0,1.0,5.0,0,8
78400,56,3,8,0,42,-1,-1,4.0,1.0,1.0,0,8
74000,34,2,0,1,41,-1,0,9.0,2.0,6.0,0,8
245000,76,3,5,0,43,0,0,12.0,1.0,9.0,0,8
123000,40,2,5,0,47,-1,-1,12.0,1.0,5.0,0,8
37990,42,2,8,0,26,-1,0,7.0,1.0,1.0,0,8
89000,55,3,7,1,43,-1,0,9.0,2.0,7.0,0,2
149900,66,3,7,0,41,-1,0,14.0,2.0,2.0,0,8
89200,76,3,8,0,45,-1,0,11.0,1.0,9.0,0,8
89900,46,2,8,0,47,-1,0,12.0,1.0,4.0,0,8
34900,20,1,5,1,41,1,0,5.0,1.0,4.0,0,8
42000,51,4,-1,1,27,-1,-1,2.0,1.0,2.0,0,8
79900,34,2,4,1,41,0,0,9.0,1.0,7.0,0,9
73900,33,2,-1,0,43,0,-1,5.0,1.0,3.0,0,8
177500,71,4,-1,0,41,-1,-1,9.0,1.0,8.0,0,8
85500,74,4,5,1,45,-1,0,5.0,2.0,5.0,0,8
180000,65,3,5,0,44,0,-1,12.0,1.0,12.0,0,8
444900,160,6,8,0,43,0,-1,4.0,3.0,2.0,0,8
92000,55,3,5,1,47,-1,0,5.0,1.0,1.0,0,8
74000,34,3,5,1,41,-1,0,5.0,1.0,4.0,0,3
115000,57,3,4,1,41,-1,0,9.0,1.0,9.0,0,2
90440,68,3,8,0,41,-1,3,10.0,2.0,5.0,0,8
109900,62,3,5,1,41,0,0,15.0,2.0,3.0,0,8
89100,67,3,-1,0,41,1,3,9.0,1.0,3.0,0,8
198000,100,4,5,0,44,0,0,8.0,1.0,4.0,0,8
177000,70,3,-1,0,49,-1,-1,11.0,1.0,5.0,0,8
72000,46,3,5,1,47,-1,0,5.0,1.0,5.0,0,8
79000,80,4,-1,1,47,-1,-1,3.0,1.0,3.0,0,8
122000,65,3,5,0,44,-1,-1,13.0,1.0,11.0,0,8
148000,60,3,-1,0,47,0,-1,12.0,1.0,3.0,0,8
63900,30,2,-1,0,44,-1,-1,19.0,1.0,12.0,0,8
151200,84,4,5,0,43,-1,-1,10.0,1.0,7.0,0,8
160000,112,4,5,0,41,0,0,6.0,1.0,5.0,0,8
59900,34,2,5,1,47,-1,0,6.0,1.0,6.0,0,8
75650,78,3,5,0,96,0,0,6.0,1.0,6.0,0,8
80900,50,2,5,1,41,0,-1,6.0,1.0,6.0,0,8
48140,58,3,8,0,66,-1,-1,7.0,1.0,3.0,0,8
86900,67,4,6,1,41,-1,0,5.0,2.0,5.0,0,0
98000,53,3,7,0,41,-1,-1,10.0,1.0,5.0,0,8
104000,80,3,8,0,49,0,3,6.0,2.0,3.0,0,8
27000,18,2,8,0,41,-1,-1,13.0,1.0,9.0,0,8
149900,80,3,5,0,100,-1,0,8.0,2.0,3.0,0,8
65145,64,3,8,0,49,0,3,12.0,2.0,5.0,0,8
30500,30,2,7,1,26,-1,0,5.0,1.0,4.0,0,8
57500,32,2,-1,1,47,0,-1,10.0,1.0,1.0,0,8
148000,97,3,8,0,47,-1,-1,14.0,1.0,4.0,0,8
79900,76,3,8,0,45,-1,0,10.0,1.0,2.0,0,8
205000,100,4,5,0,44,-1,0,8.0,2.0,4.0,0,8
184500,76,3,5,0,44,0,3,11.0,2.0,9.0,0,8
98900,62,3,5,1,49,0,0,10.0,2.0,9.0,0,2
99320,106,4,8,0,49,0,3,4.0,2.0,4.0,0,8
95000,49,2,5,1,49,-1,-1,7.0,1.0,1.0,0,8
79000,73,4,-1,0,96,0,-1,5.0,1.0,4.0,0,8
49610,45,2,8,0,45,0,-1,9.0,1.0,7.0,0,8
89900,44,3,5,0,41,-1,0,3.0,1.0,2.0,0,8
67600,57,3,8,0,49,-1,-1,9.0,1.0,7.0,0,8
164900,75,4,5,0,43,0,0,14.0,1.0,3.0,0,8
94900,50,3,5,1,49,0,0,3.0,2.0,1.0,0,8
131500,66,3,5,0,41,-1,-1,14.0,1.0,2.0,0,8
50400,72,3,8,0,30,0,0,6.0,1.0,5.0,0,8
75000,54,2,-1,0,42,0,-1,4.0,1.0,1.0,0,8
350000,75,4,5,0,43,0,-1,10.0,1.0,4.0,0,8
146900,65,4,-1,0,49,-1,-1,11.0,1.0,10.0,0,8
113000,60,3,5,1,41,-1,0,9.0,2.0,3.0,0,9
78900,43,3,-1,1,47,-1,-1,4.0,1.0,4.0,0,8
219000,95,4,5,0,44,0,3,10.0,2.0,9.0,0,8
27500,34,2,-1,1,21,-1,-1,5.0,1.0,2.0,0,8
94495,56,3,-1,0,47,0,-1,16.0,1.0,6.0,0,8
243600,120,4,8,0,49,-1,0,5.0,2.0,2.0,0,8
143000,110,4,8,0,42,-1,1,6.0,2.0,1.0,0,8
84900,63,4,7,1,41,0,0,5.0,2.0,5.0,0,2
73000,54,3,5,0,25,1,-1,16.0,1.0,14.0,0,8
245000,81,3,5,0,41,0,-1,14.0,2.0,9.0,0,8
96000,73,4,5,1,43,-1,0,9.0,2.0,5.0,0,8
249000,140,5,5,0,43,0,-1,12.0,1.0,10.0,0,8
138000,79,3,-1,1,43,-1,-1,1.0,1.0,1.0,0,8
72900,36,3,-1,0,41,-1,0,10.0,1.0,6.0,0,8
30000,32,2,5,1,43,-1,-1,10.0,1.0,9.0,0,8
174900,60,3,5,1,43,-1,0,5.0,1.0,4.0,0,12
128000,65,2,5,0,42,-1,0,11.0,1.0,4.0,0,8
87600,68,3,2,0,47,-1,0,15.0,1.0,14.0,0,8
56250,45,1,8,0,49,1,-1,12.0,1.0,5.0,0,8
124900,65,3,-1,1,47,0,-1,10.0,1.0,2.0,0,8
71900,30,2,5,1,43,0,0,1.0,1.0,1.0,0,10
119000,64,3,5,0,47,-1,-1,5.0,1.0,1.0,0,8
58900,36,2,7,1,47,1,0,5.0,1.0,5.0,0,7
119000,44,2,-1,0,43,-1,-1,11.0,1.0,10.0,0,8
127500,88,4,8,0,42,0,3,9.0,2.0,1.0,0,8
42000,45,3,5,1,23,-1,-1,5.0,1.0,2.0,0,8
70000,70,4,7,1,73,-1,0,9.0,1.0,8.0,0,2
183900,65,3,4,0,47,-1,0,11.0,1.0,9.0,0,8
76110,51,2,8,0,47,-1,3,16.0,1.0,10.0,0,8
65000,35,2,-1,0,45,0,-1,10.0,1.0,1.0,0,8
350000,130,4,5,0,43,0,3,9.0,2.0,9.0,0,8
120000,80,4,5,1,43,0,0,13.0,1.0,5.0,0,8
92500,46,3,5,1,49,0,-1,5.0,1.0,2.0,0,8
92500,45,3,-1,1,49,0,-1,5.0,1.0,1.0,0,8
146900,64,4,5,0,49,0,-1,10.0,1.0,10.0,0,8
155000,82,3,5,0,42,0,0,9.0,1.0,9.0,0,8
63228,48,2,8,0,49,-1,-1,10.0,1.0,2.0,0,8
142000,58,3,5,0,47,0,-1,10.0,1.0,5.0,0,8
98000,50,2,8,0,42,-1,-1,12.0,1.0,5.0,0,8
105000,54,3,-1,0,45,1,0,4.0,2.0,1.0,0,8
98790,68,3,-1,0,46,0,-1,9.0,1.0,2.0,0,8
50000,82,2,-1,0,49,-1,-1,9.0,1.0,7.0,0,8
235000,65,3,-1,0,47,-1,0,17.0,2.0,4.0,0,8
87900,43,2,5,1,43,0,0,5.0,1.0,1.0,0,8
113600,71,3,8,0,42,0,-1,9.0,1.0,3.0,0,8
92500,43,3,5,1,42,-1,0,5.0,1.0,3.0,0,7
82000,54,3,-1,1,44,-1,-1,10.0,1.0,1.0,0,8
95000,56,3,-1,1,41,-1,-1,9.0,1.0,8.0,0,8
54000,54,2,8,0,45,-1,-1,9.0,1.0,4.0,0,8
134900,51,3,5,0,42,-1,-1,10.0,1.0,3.0,0,8
149000,119,4,5,0,42,-1,-1,14.0,2.0,14.0,0,8
124800,65,3,8,0,41,0,3,8.0,1.0,3.0,0,8
60000,48,3,-1,1,19,-1,-1,9.0,1.0,4.0,0,8
159900,70,3,5,0,49,0,-1,9.0,1.0,3.0,0,8
145000,100,3,5,0,45,0,2,3.0,2.0,3.0,0,8
135124,91,4,8,0,47,-1,-1,10.0,1.0,5.0,1,8
53000,38,3,5,1,26,-1,0,5.0,1.0,3.0,0,8
89900,40,3,5,1,47,-1,-1,5.0,1.0,1.0,0,8
122900,77,4,5,1,42,0,0,9.0,1.0,3.0,0,9
64000,45,2,2,0,41,-1,3,18.0,1.0,5.0,0,8
66000,40,2,-1,0,78,0,-1,7.0,1.0,7.0,0,8
29500,18,2,7,1,41,-1,-1,5.0,1.0,4.0,0,8
44000,45,3,5,1,26,-1,-1,5.0,1.0,4.0,0,8
70000,46,3,7,1,47,-1,0,5.0,2.0,5.0,0,8
195000,66,4,5,0,43,0,0,7.0,1.0,2.0,0,8
92300,71,3,-1,0,45,-1,-1,12.0,1.0,9.0,0,8
122500,111,4,7,1,43,0,0,9.0,1.0,1.0,0,2
125900,70,3,8,0,42,0,0,14.0,2.0,12.0,0,8
69990,35,2,-1,0,45,0,-1,10.0,1.0,1.0,0,8
128142,68,3,-1,0,41,-1,-1,16.0,1.0,2.0,0,8
94037,69,3,2,0,41,-1,3,12.0,2.0,10.0,0,8
58900,33,2,-1,1,42,-1,-1,5.0,1.0,4.0,0,8
139900,88,3,-1,0,49,-1,-1,12.0,1.0,2.0,0,8
49990,40,2,4,1,146,0,-1,5.0,1.0,1.0,0,6
106000,86,4,8,0,53,-1,0,11.0,2.0,5.0,0,8
173000,115,4,5,0,49,0,3,5.0,2.0,2.0,0,8
55000,49,2,8,0,46,0,-1,15.0,1.0,14.0,0,8
49440,48,3,8,0,45,-1,0,9.0,1.0,6.0,0,8
134900,83,4,8,0,47,0,-1,17.0,1.0,11.0,0,8
157900,72,3,5,0,46,0,-1,9.0,2.0,7.0,0,8
146300,77,3,8,0,42,0,-1,12.0,1.0,10.0,0,8
130900,67,3,5,0,47,0,0,9.0,1.0,7.0,0,8
83900,70,3,8,0,90,1,0,9.0,1.0,2.0,0,8
92460,69,3,-1,0,49,-1,-1,8.0,1.0,4.0,0,8
83900,62,3,8,0,41,-1,0,10.0,1.0,8.0,0,8
27900,18,2,5,1,44,-1,-1,6.0,1.0,6.0,0,8
59000,54,2,8,0,45,-1,0,10.0,1.0,6.0,0,8
95000,38,2,5,0,47,-1,0,10.0,1.0,6.0,0,8
123900,60,2,5,0,47,0,0,11.0,1.0,4.0,0,8
70900,54,4,7,1,41,-1,-1,5.0,1.0,3.0,0,8
162900,59,4,5,0,41,0,-1,15.0,1.0,12.0,0,8
137200,80,3,8,0,47,0,0,3.0,2.0,3.0,0,8
33900,22,1,5,1,49,-1,-1,5.0,1.0,5.0,0,8
185000,86,4,5,0,45,0,0,5.0,2.0,1.0,0,8
86300,60,3,8,0,47,0,-1,16.0,1.0,3.0,0,8
245000,70,3,5,0,47,-1,-1,6.0,2.0,2.0,0,8
59500,35,2,8,0,41,0,0,9.0,1.0,6.0,0,8
68000,41,2,-1,0,42,-1,-1,8.0,1.0,3.0,0,8
157000,75,3,4,0,44,0,-1,9.0,2.0,7.0,0,8
79900,65,3,-1,1,49,-1,-1,9.0,1.0,8.0,0,8
119000,50,2,-1,0,43,0,-1,11.0,1.0,10.0,0,8
94600,63,3,8,0,41,-1,-1,10.0,2.0,5.0,0,8
125900,65,3,5,0,45,0,0,11.0,1.0,2.0,0,11
285000,184,6,8,0,43,-1,3,8.0,2.0,7.0,0,8
45000,45,2,8,0,0,0,0,6.0,1.0,2.0,0,8
82900,41,3,5,1,41,-1,-1,17.0,1.0,14.0,0,8
60900,35,2,-1,0,45,0,-1,10.0,1.0,1.0,0,8
38499,50,3,5,1,32,-1,0,5.0,1.0,5.0,0,8
260000,144,4,8,0,43,0,0,6.0,3.0,6.0,0,8
86000,41,2,5,0,42,-1,2,6.0,1.0,5.0,0,8
44000,26,2,6,1,44,-1,0,15.0,1.0,15.0,0,8
92000,50,2,5,0,41,-1,0,17.0,1.0,1.0,0,8
64000,79,3,8,0,19,-1,0,7.0,2.0,5.0,0,8
87000,73,4,7,1,46,-1,-1,5.0,2.0,4.0,0,8
47040,42,2,8,0,45,0,3,14.0,1.0,12.0,0,8
85000,40,2,5,1,44,-1,0,9.0,2.0,8.0,0,8
107499,54,2,5,0,42,-1,-1,10.0,1.0,1.0,0,8
145000,70,3,5,0,42,0,0,7.0,1.0,3.0,0,8
169900,73,3,5,0,44,0,3,11.0,1.0,11.0,0,8
58702,30,2,6,1,42,-1,0,5.0,2.0,4.0,0,8
124000,52,3,-1,0,45,0,-1,10.0,1.0,2.0,0,8
64000,80,3,8,0,19,-1,0,8.0,1.0,3.0,0,8
210000,79,4,5,0,43,-1,-1,14.0,2.0,10.0,0,8
90000,55,3,-1,1,46,-1,-1,9.0,1.0,8.0,0,1
385000,110,4,5,0,47,-1,3,14.0,2.0,9.0,0,8
48000,48,2,8,0,59,1,3,6.0,1.0,6.0,0,8
77000,32,2,5,1,42,-1,-1,5.0,1.0,1.0,0,8
113000,65,4,5,1,41,-1,0,3.0,1.0,2.0,0,8
92989,55,3,7,1,43,0,-1,9.0,1.0,1.0,0,8
128000,52,2,-1,0,44,-1,-1,21.0,1.0,11.0,0,8
64000,42,3,6,1,49,-1,-1,5.0,1.0,4.0,0,8
141500,79,3,5,0,47,-1,-1,16.0,2.0,12.0,0,8
110000,57,3,7,1,43,-1,0,1.0,1.0,1.0,0,10
96500,72,4,-1,0,44,-1,-1,9.0,1.0,6.0,0,8
72000,60,2,5,0,26,-1,-1,9.0,2.0,1.0,0,8
125900,46,2,-1,0,43,-1,-1,14.0,1.0,8.0,0,8
26000,40,3,6,1,11,0,-1,2.0,1.0,2.0,0,8
97750,85,3,8,0,45,0,-1,10.0,2.0,10.0,0,8
51999,39,3,7,1,64,-1,0,2.0,1.0,2.0,0,8
105900,52,2,5,0,47,-1,-1,4.0,1.0,1.0,0,8
295000,81,3,5,0,47,-1,0,10.0,1.0,7.0,0,8
27900,15,1,7,1,13,-1,0,5.0,1.0,2.0,0,8
295000,110,3,5,0,43,-1,0,16.0,2.0,8.0,0,8
61998,48,2,5,0,26,0,-1,9.0,1.0,1.0,0,8
160000,70,3,5,0,42,0,0,10.0,1.0,6.0,0,8
170000,64,3,5,0,47,0,-1,14.0,1.0,2.0,0,8
120000,48,2,5,0,43,0,-1,10.0,1.0,3.0,0,8
62000,70,4,-1,1,19,-1,-1,9.0,1.0,6.0,0,8
188900,72,4,5,0,42,-1,-1,10.0,2.0,5.0,0,8
73600,64,3,8,0,45,0,0,11.0,1.0,7.0,0,8
230000,118,3,5,0,42,0,-1,5.0,1.0,3.0,0,8
125350,109,3,8,0,47,-1,0,16.0,2.0,15.0,0,8
136000,58,3,8,0,43,0,-1,13.0,1.0,6.0,0,8
101000,44,2,5,0,41,-1,0,10.0,1.0,2.0,0,8
175000,70,3,5,0,42,0,0,10.0,1.0,5.0,0,8
77500,52,4,0,1,41,-1,0,5.0,1.0,2.0,0,8
410000,104,4,4,0,43,0,-1,15.0,2.0,9.0,0,8
60000,40,2,7,1,49,1,0,10.0,2.0,9.0,0,8
39900,30,2,5,1,44,-1,0,5.0,1.0,5.0,0,8
240000,117,5,4,0,43,-1,-1,8.0,2.0,4.0,0,8
104900,74,3,8,0,45,0,3,8.0,1.0,2.0,0,8
165000,73,3,5,0,42,-1,-1,8.0,2.0,5.0,0,8
74000,62,4,4,1,32,-1,-1,5.0,1.0,5.0,0,8
90000,53,3,-1,1,43,1,0,9.0,1.0,9.0,0,8
186900,82,4,8,0,42,0,3,12.0,1.0,6.0,0,8
130900,53,2,5,0,41,0,0,13.0,1.0,8.0,0,8
119900,150,4,8,0,109,-1,0,6.0,2.0,4.0,0,8
99900,46,3,5,1,42,-1,0,5.0,1.0,2.0,0,8
83900,48,2,5,1,43,-1,-1,9.0,2.0,8.0,0,8
155000,69,3,5,0,44,0,-1,11.0,1.0,6.0,0,8
500000,132,3,5,0,43,0,3,9.0,2.0,3.0,0,8
84900,40,2,-1,1,41,-1,-1,10.0,1.0,6.0,0,8
165000,110,4,8,0,41,-1,-1,18.0,1.0,2.0,0,8
140000,60,3,5,0,43,0,2,8.0,2.0,1.0,0,8
32000,28,2,9,0,41,-1,-1,13.0,1.0,6.0,0,8
229000,92,4,5,0,44,-1,-1,13.0,2.0,1.0,0,8
93000,53,2,8,0,42,0,0,10.0,1.0,6.0,0,8
57800,36,2,8,0,45,-1,-1,13.0,1.0,4.0,0,8
87000,68,3,8,0,42,0,0,5.0,1.0,3.0,0,8
56000,34,2,7,1,47,-1,0,5.0,1.0,4.0,0,8
94000,75,4,7,1,47,-1,-1,9.0,2.0,7.0,0,8
79350,53,3,-1,0,47,0,-1,9.0,2.0,6.0,0,8
84000,58,3,8,0,47,-1,3,16.0,1.0,2.0,0,8
95900,46,2,5,0,45,-1,2,3.0,2.0,1.0,0,8
67500,34,2,5,1,41,-1,0,5.0,1.0,5.0,0,8
69300,63,3,8,0,45,-1,0,11.0,2.0,7.0,0,8
92999,58,3,7,1,43,0,0,10.0,1.0,1.0,0,2
111360,87,4,2,0,79,0,3,6.0,1.0,2.0,0,8
83490,69,3,8,0,49,-1,-1,10.0,2.0,9.0,0,8
85000,85,4,8,0,90,-1,-1,9.0,1.0,5.0,0,8
80910,87,3,8,0,59,0,3,8.0,2.0,3.0,0,8
89900,45,2,8,0,47,-1,-1,15.0,1.0,7.0,0,8
350000,180,4,9,0,43,-1,1,3.0,2.0,1.0,0,8
154000,79,3,8,0,47,-1,-1,15.0,1.0,9.0,0,8
50000,50,3,8,0,52,-1,-1,3.0,1.0,2.0,0,8
69900,45,2,2,1,47,-1,3,4.0,1.0,1.0,0,12
110900,45,2,5,0,47,0,0,12.0,1.0,5.0,0,8
77000,32,2,-1,1,42,0,0,5.0,1.0,1.0,0,8
279900,122,4,8,0,47,0,3,14.0,2.0,7.0,0,8
178400,80,3,5,0,41,0,0,15.0,1.0,3.0,0,8
98000,42,2,-1,0,44,0,-1,11.0,1.0,3.0,0,8
73500,48,3,-1,1,43,-1,-1,17.0,1.0,12.0,0,8
159500,100,5,5,1,41,0,0,12.0,2.0,2.0,0,8
72600,46,3,6,1,41,-1,0,6.0,1.0,5.0,0,8
239000,64,3,4,0,47,-1,0,17.0,1.0,4.0,0,8
298000,107,4,5,0,47,0,-1,17.0,2.0,7.0,0,8
57000,57,2,8,0,124,-1,-1,9.0,1.0,3.0,0,8
55900,42,2,8,0,41,-1,-1,10.0,1.0,10.0,0,8
162900,75,4,5,1,47,-1,0,9.0,2.0,9.0,0,9
90100,53,3,8,0,41,0,3,9.0,1.0,2.0,0,8
