animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price,region,is_penthouse
,Agenție,,Individuală,,Exfactor-grup,1.0,Construcţii noi,2.0,,Apartament cu living,,3,10.0,Euroreparație,,,85,Cărămidă,188999,Chișinău_Buiucani,0
,Persoană fizică,,Individuală,,,2.0,Secundar,1.0,0.0,Apartament cu living,Deschis,3,5.0,Euroreparație,0 m²,0 m²,85,Cotileț,85000,Floreni_Centru,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,2,10.0,,,,49,,93000,Chișinău_Botanica,0
,Agenție,,Individuală,,Lagmar Impex,10.0,Construcţii noi,1.0,0.0,,,2,16.0,Variantă albă,0 m²,0 m²,51,Cărămidă,76500,Chișinău_Râșcani,0
,Agenție,2,Brj (Brejnevka),,,2.0,Secundar,1.0,,,Deschis,3,5.0,Reparație cosmetică,,,50,Cotileț,80000,Chișinău_Botanica,0
,Persoană fizică,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Euroreparație,,53 m²,53,,145000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Inamstro,5.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Euroreparație,,,70,,175000,Chișinău_Buiucani,0
,Agenție,2,Individuală,,,5.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,16.0,Variantă albă,,,155,Monolit,230000,Chișinău_Râșcani,1
,Agenție,,Individuală,,,1.0,Secundar,1.0,,Apartament cu living,,3,5.0,Euroreparație,,,45,,92500,Chișinău_Telecentru,0
,Agenție,2,Individuală,,,13.0,Construcţii noi,2.0,,,Subterană,3,16.0,Euroreparație,,,95,Combinat,279000,Chișinău_Râșcani,0
,Persoană fizică,1,Individuală,,,4.0,Secundar,1.0,2.7,,,3,4.0,Euroreparație,,,50,Cotileț,50000,Tiraspol_Centru,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Secundar,1.0,,,,4,5.0,Euroreparație,,,67,,50000,Criuleni_Centru,0
,Dezvoltator imobiliar,2,Individuală,,,2.0,Secundar,2.0,2.75,Apartament cu living,Garaj,4,2.0,Euroreparație,22 m²,135 m²,155,Cotileț,290000,Chișinău_Centru,0
,Agenție,,143,,,2.0,Secundar,2.0,,,,4,9.0,Reparație cosmetică,,,80,,105000,Chișinău_Ciocana,0
,Persoană fizică,,Individuală,,,1.0,Secundar,1.0,0.0,,,4,4.0,Euroreparație,0 m²,0 m²,98,,80000,Bălți_6 cartier,0
,Agenție,Nu,Individuală,,,2.0,Construcţii noi,1.0,,,Deschis,3,4.0,Euroreparație,,,56,,120000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Secundar,1.0,,,,1,6.0,Reparație cosmetică,,,23,,35000,Chișinău_Sculeni,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Secundar,1.0,,,,4,12.0,,,,82,,94900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,2.0,,,,3,12.0,Variantă albă,,,72,,101300,Chișinău_Botanica,0
,Persoană fizică,,Individuală,,,7.0,Secundar,1.0,2.2,,,4,9.0,,10 m²,74 m²,74,,62000,Rezina_Centru,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,37,,71900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,,3,8.0,Euroreparație,,,51,,134900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Inamstro,9.0,Construcţii noi,1.0,2.8,Apartament cu living,Deschis,3,12.0,Euroreparație,20 m²,58 m²,58,Cărămidă,169000,Chișinău_Sculeni,0
,Agenție,2,Varț (Varnițkaia),,,6.0,Secundar,1.0,,,Deschis,3,9.0,Euroreparație,,,80,Panou,123500,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,10.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,40,,99900,Chișinău_Centru,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,0.0,,Deschis,3,9.0,Euroreparație,0 m²,0 m²,80,,103000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,9.0,Reparație cosmetică,,,94,,205000,Chișinău_Ciocana,0
,Agenție,2,Individuală,,,4.0,Construcţii noi,2.0,,,Deschis,5,9.0,Variantă albă,,,96,,89280,Chișinău_Durlești,0
Fără animale,Agenție,1,Individuală,Se acceptă copii,,1.0,Construcţii noi,2.0,,Apartament cu living,,4,2.0,Euroreparație,,,78,,195000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,1,Individuală,,,8.0,Construcţii noi,3.0,0.03,Apartament cu living,Deschis,5,9.0,Variantă albă,20 m²,134 m²,134,Cărămidă,134000,Chișinău_Durlești,0
,Agenție,2,Individuală,,,5.0,Secundar,1.0,,,,3,5.0,Reparație cosmetică,,,48,,30000,Bălți_Paminteni,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,1.0,,,Deschis,3,10.0,Euroreparație,,,73,,146200,Chișinău_Râșcani,0
,Agenție,,Individuală,,,7.0,Secundar,1.0,,,,3,9.0,Euroreparație,,,35,,79900,Chișinău_Botanica,0
,Persoană fizică,,Individuală,,,5.0,Secundar,1.0,,,,1,6.0,Reparație cosmetică,,22 m²,29,Cotileț,33000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,1.0,,,,4,10.0,Euroreparație,,,73,,185900,Chișinău_Râșcani,0
,Agenție,1,Individuală,,Basconslux,6.0,Construcţii noi,2.0,0.0,Apartament cu living,,3,10.0,Euroreparație,0 m²,0 m²,68,Combinat,155000,Chișinău_Ciocana,0
,Persoană fizică,,Individuală,,,2.0,Secundar,1.0,0.0,Apartament cu living,,3,3.0,Euroreparație,0 m²,0 m²,72,,100000,Orhei_Centru,0
,Agenție,Nu,Individuală,,,4.0,Construcţii noi,1.0,,Apartament fără living,Deschis,2,12.0,Euroreparație,,,49,,99900,Chișinău_Ciocana,0
,Agenție,Nu,102,,,1.0,Secundar,1.0,,,Deschis,3,5.0,Reparație cosmetică,,,60,Cotileț,69900,Ialoveni_Centru,0
,Agenție,,Individuală,,,8.0,Construcţii noi,1.0,,Apartament cu living,,3,9.0,,,,70,Combinat,200000,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,Exfactor-grup,11.0,Construcţii noi,2.0,,Apartament cu living,,4,17.0,,,,86,,225000,Chișinău_Botanica,0
,Agenție,,Individuală,,,17.0,Construcţii noi,1.0,,,,2,17.0,Euroreparație,,,37,,48500,Stăuceni_Centru,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,,Sub acoperiș,4,9.0,Variantă albă,20 m²,90 m²,93,,84150,Bălți_BAM,0
,Persoană fizică,1,102,,,4.0,Secundar,2.0,2.6,Apartament fără living,Deschis,3,5.0,,7 m²,30 m²,44,Cotileț,84950,Chișinău_Râșcani,0
,Dezvoltator imobiliar,1,Individuală,,,9.0,Construcţii noi,2.0,2.8,,Subterană,4,10.0,Variantă albă,,95 m²,95,Beton celular,165000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,1.0,,,,3,12.0,Variantă albă,,,58,,124900,Chișinău_Sculeni,0
,Agenție,,Individuală,,,1.0,Construcţii noi,1.0,,,Deschis,2,9.0,Euroreparație,,,35,,65000,Chișinău_Durlești,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,9.0,,,,74,,164900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,4.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,80 m²,80,Combinat,180000,Chișinău_Botanica,0
,Agenție,,Individuală,,,3.0,Secundar,1.0,0.0,,,1,5.0,,0 m²,0 m²,20,,33900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,2,9.0,Euroreparație,,,43,,95000,Chișinău_Telecentru,0
,Agenție,2,135,,,9.0,Secundar,2.0,,,Deschis,4,10.0,Reparație cosmetică,,,72,Panou,107000,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,,5.0,Construcţii noi,2.0,,Apartament fără living,Subterană,3,7.0,Variantă albă,,,70,Combinat,57934,Criuleni_Centru,0
,Persoană fizică,,Individuală,,,2.0,Secundar,1.0,,,,3,2.0,,,,1,,39000,Bălți_Centru,0
,Agenție,,Individuală,,,9.0,Secundar,1.0,,,,1,9.0,,,,15,,24900,Chișinău_Botanica,0
Se acceptă animale,Agenție,2,Ms (serie  moldovenească),Se acceptă copii,,5.0,Secundar,2.0,2.7,Apartament fără living,Deschis,4,9.0,Euroreparație,8 m²,66 m²,72,Panou,185000,Chișinău_Râșcani,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,7.0,Secundar,2.0,,Apartament fără living,Deschis,2,9.0,Reparație cosmetică,,,44,,77500,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,10.0,Euroreparație,,,72,,135000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,Braus Imobiliare,8.0,Construcţii noi,1.0,0.0,Apartament cu living,,2,10.0,Variantă albă,0 m²,0 m²,58,,73787,Chișinău_Telecentru,0
,Agenție,1,Individuală,,Exfactor-grup,1.0,Construcţii noi,1.0,,,Deschis,2,9.0,Euroreparație,,,52,Cărămidă,115000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,10.0,,,,107,,165850,Chișinău_Râșcani,0
,Agenție,,Individuală,,Basconslux,7.0,Construcţii noi,1.0,,Apartament fără living,,2,9.0,Euroreparație,,,43,,93500,Chișinău_Buiucani,0
,Agenție,,Individuală,,,15.0,Construcţii noi,1.0,,,,2,16.0,,,,45,,68700,Chișinău_Botanica,0
Cu acordul stăpânului,Agenție,2,Individuală,Cu acordul stăpânului,,5.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,12.0,,,,52,,103000,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,6.0,Construcţii noi,1.0,,Apartament cu living,,3,11.0,Euroreparație,,,69,,155000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,8.0,Construcţii noi,3.0,,,Subterană,5,15.0,Euroreparație,,,150,,450000,Chișinău_Centru,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,3,5.0,Euroreparație,,74 m²,74,,115000,Chișinău_Durlești,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,0.0,,,4,10.0,,0 m²,0 m²,107,,165850,Chișinău_Râșcani,1
,Agenție,Nu,135,,,1.0,Secundar,1.0,,,Deschis,2,9.0,Reparație cosmetică,,,38,Panou,49900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Vasigur Grup,8.0,Construcţii noi,2.0,,Apartament cu living,Subterană,4,9.0,,,,75,Cărămidă,225000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,5.0,Construcţii noi,2.0,,Apartament cu living,Subterană,4,8.0,Euroreparație,,,100,,349000,Chișinău_Centru,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,4.0,Secundar,2.0,,Apartament fără living,Deschis,3,5.0,Reparație cosmetică,,,53,,129000,Chișinău_Centru,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,1.0,,,Deschis,3,7.0,Euroreparație,,,61,,126900,Chișinău_Buiucani,0
,Agenție,,Individuală,,,12.0,Construcţii noi,1.0,,Apartament cu living,,2,14.0,,,,51,,95900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,1.0,Secundar,1.0,,,,2,5.0,,,,29,,31900,Ungheni_Dănuțeni,0
,Agenție,2,Individuală,,,9.0,Secundar,2.0,0.0,,Deschis,5,10.0,Fără reparație,0 m²,0 m²,82,,99900,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,4,12.0,,,,75,,165000,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,2,10.0,,,,40,,52000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,3,7.0,,,,94,,179900,Chișinău_Râșcani,0
,Agenție,,Individuală,,Exfactor-grup,3.0,Construcţii noi,2.0,,Apartament cu living,,4,9.0,Euroreparație,,,88,,250000,Chișinău_Ciocana,0
,Agenție,,Individuală,,Inamstro,3.0,Construcţii noi,1.0,,Apartament cu living,,3,13.0,,,,101,,234000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,8.0,Secundar,1.0,,,,2,9.0,Euroreparație,,,40,,93700,Chișinău_Ciocana,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,3,3.0,Euroreparație,,,44,,89900,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,Inamstro,5.0,Construcţii noi,1.0,,Apartament cu living,,4,10.0,Euroreparație,,,90,Combinat,225000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,5.0,Secundar,1.0,,,Deschis,4,6.0,Euroreparație,,,80,Cotileț,140000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,1.0,Secundar,1.0,0.0,,,2,1.0,Reparație cosmetică,0 m²,0 m²,28,,36400,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,1.0,Secundar,1.0,,,Deschis,3,1.0,Fără reparație,,,50,,46500,Chișinău_Centru,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,12.0,Euroreparație,,,73,,170000,Chișinău_Râșcani,0
,Agenție,,Ms (serie  moldovenească),,,3.0,Secundar,1.0,,,Deschis,3,9.0,Euroreparație,,,52,Beton,113000,Chișinău_Botanica,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,,2,9.0,Euroreparație,,,37,,93000,Chișinău_Botanica,0
,Dezvoltator imobiliar,2,Individuală,,,3.0,Construcţii noi,2.0,3.0,Apartament cu living,,3,12.0,Variantă albă,15 m²,77 m²,77,Combinat,142000,Chișinău_Buiucani,0
,Agenție,,Pe pămănt,,,1.0,Secundar,1.0,,Apartament cu living,,3,1.0,Design individual,,,40,Cotileț,69000,Chișinău_Centru,0
,Persoană fizică,1,Individuală,,,5.0,Secundar,1.0,,,Deschis,2,5.0,Reparație cosmetică,,21 m²,21,Combinat,32900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,2,16.0,,,,48,,62000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,Braus Imobiliare,9.0,Construcţii noi,1.0,3.0,Apartament cu living,,2,10.0,Variantă albă,12 m²,,48,Cărămidă,64722,Chișinău_Telecentru,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,,,4,4.0,Euroreparație,,,87,,145900,Chișinău_Durlești,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,9.0,Variantă albă,,,50,,96000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,3.0,Secundar,1.0,,,,2,5.0,Euroreparație,,,33,,43900,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,,6.0,Secundar,1.0,,,,2,6.0,,,33 m²,33,,52000,Chișinău_Buiucani,0
,Agenție,2,Individuală,,,1.0,Construcţii noi,2.0,,,Deschis,4,14.0,Euroreparație,,,101,Combinat,204900,Chișinău_Ciocana,0
,Agenție,Nu,Individuală,,,4.0,Secundar,2.0,,Apartament cu living,Deschis,3,5.0,Euroreparație,,,100,,173000,Chișinău_Râșcani,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,3,5.0,,,,44,,92900,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,,,5,4.0,,,,188,,199000,Chișinău_Telecentru,0
,Agenție,3,Individuală,,,7.0,Construcţii noi,2.0,,Apartament cu living,Deschis,5,10.0,Euroreparație,,,125,,202000,Chișinău_Centru,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,Subterană,2,9.0,Variantă albă,,,44,Cărămidă,58980,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,7.0,Euroreparație,,,50,,115000,Dumbrava_Centru,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,,3,7.0,,,,50,,102000,Chișinău_Durlești,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Secundar,1.0,,Apartament cu living,Deschis,3,9.0,Design individual,,67 m²,67,Combinat,134500,Chișinău_Râșcani,0
,Agenție,Nu,Individuală,,,5.0,Construcţii noi,1.0,2.6,Apartament cu living,Deschis,4,5.0,Euroreparație,7 m²,49 m²,80,,152000,Cahul_Centru,0
,Agenție,2,Individuală,,Reconscivil,3.0,Construcţii noi,2.0,,,,4,9.0,Variantă albă,,,83,,132800,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,,4.0,Secundar,1.0,,,,2,5.0,Reparație cosmetică,,,31,,57000,Chișinău_Poșta Veche,0
,Dezvoltator imobiliar,3,Individuală,,,5.0,Construcţii noi,2.0,,Apartament cu living,Subterană,3,8.0,Variantă albă,,,78,,70980,Comrat_Centru,1
,Agenție,1,Individuală,,Lagmar Impex,7.0,Construcţii noi,1.0,,Apartament cu living,,2,12.0,Variantă albă,,,49,Cărămidă,65950,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,6.0,Euroreparație,,,70,,125000,Chișinău_Buiucani,0
Se acceptă animale,Agenție,Nu,Individuală,Se acceptă copii,,5.0,Secundar,1.0,,Apartament fără living,Deschis,2,5.0,Euroreparație,,,20,,29900,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,11.0,Construcţii noi,2.0,,,Deschis,4,14.0,Euroreparație,,,95,,289000,Chișinău_Centru,0
,Agenție,,Individuală,,Reconscivil,8.0,Construcţii noi,1.0,,Apartament cu living,,3,9.0,,,,72,,158000,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,,12.0,Construcţii noi,1.0,,,,3,13.0,Euroreparație,,,63,,160000,Chișinău_Sculeni,0
Fără animale,Agenție,Nu,Individuală,Se acceptă copii,,3.0,Secundar,1.0,,,Deschis,2,9.0,Fără reparație,,,33,,59500,Chișinău_Ciocana,0
,Persoană fizică,,Garsonieră,,,4.0,Secundar,1.0,2.7,,Deschis,1,9.0,Design individual,,25 m²,25,,36500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,1.0,,,,3,10.0,Euroreparație,,,52,,123000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,Apartament fără living,Deschis,2,6.0,Euroreparație,,,42,,76500,Chișinău_Durlești,0
,Agenție,1,Individuală,,,1.0,Secundar,2.0,,Apartament cu living,Deschis,4,16.0,Euroreparație,,,78,,145000,Chișinău_Botanica,0
,Agenție,,Individuală,,,6.0,Secundar,1.0,,Apartament cu living,,3,6.0,Euroreparație,,,57,,99900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,1,Individuală,,,6.0,Construcţii noi,3.0,,Apartament cu living,Subterană,5,7.0,Variantă albă,,,195,Combinat,322000,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,1.0,Construcţii noi,1.0,,,Deschis,3,9.0,Variantă albă,,,63,,75480,Chișinău_Durlești,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,2.0,,,,4,7.0,Variantă albă,,,93,,112000,Chișinău_Durlești,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,9.0,Variantă albă,,,69,Combinat,70725,Ghidighici_Centru,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,,2,9.0,Euroreparație,,,57,Panou,156000,Chișinău_Centru,0
Se acceptă animale,Persoană fizică,1,Individuală,Se acceptă copii,Exfactor-grup,2.0,Construcţii noi,2.0,2.4,Apartament cu living,Deschis,3,10.0,Design individual,,,73,Combinat,149000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,Apartament cu living,,3,14.0,Euroreparație,,,89,,209900,Chișinău_Râșcani,0
,Agenție,1,143,,,6.0,Secundar,1.0,,,Deschis,3,9.0,Euroreparație,,,60,,119900,Chișinău_Ciocana,0
,Agenție,,Individuală,,Lexinvest Company,2.0,Construcţii noi,1.0,,,,3,6.0,Euroreparație,,,51,,120000,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,Exfactor-grup,3.0,Construcţii noi,1.0,,Apartament cu living,,2,11.0,Variantă albă,15 m²,58 m²,59,Bloc,128700,Chișinău_Ciocana,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,,3,10.0,,,,68,,105500,Chișinău_Buiucani,0
,Persoană fizică,Nu,Cămin familial,,,3.0,Secundar,1.0,,,,2,5.0,Are nevoie de reparație,,,38,Cotileț,50000,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,Exfactor-grup,1.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,10.0,Euroreparație,,,96,,235000,Chișinău_Ciocana,0
,Persoană fizică,1,Ms (serie  moldovenească),,,9.0,Secundar,1.0,2.55,Apartament fără living,,3,9.0,Euroreparație,,57 m²,50,Beton,100000,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,3.3,Apartament cu living,Subterană,3,4.0,Variantă albă,28 m²,62 m²,62,,111600,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,,2,4.0,,,,33,,133600,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,4,15.0,,,,76,,244900,Chișinău_Centru,0
,Agenție,1,Individuală,,Lagmar Impex,4.0,Construcţii noi,1.0,0.0,Apartament cu living,Subterană,2,9.0,Variantă albă,0 m²,0 m²,41,Cărămidă,50000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,1.0,Construcţii noi,1.0,3.4,,,2,3.0,Variantă albă,,,75,,102000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,1.0,Secundar,2.0,,,,4,1.0,Reparație cosmetică,,,83,,129000,Chișinău_Centru,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,2.0,,,,4,12.0,Variantă albă,,,92,,134100,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,,,Deschis,3,9.0,Variantă albă,,,49,,80000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,12.0,Construcţii noi,1.0,0.0,,,4,12.0,Euroreparație,0 m²,0 m²,80,,264900,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,Braus Imobiliare,15.0,Construcţii noi,2.0,,Apartament cu living,,4,20.0,Euroreparație,,,96,Beton,193000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Braus Imobiliare,6.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,20.0,Euroreparație,,,48,,119900,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,,6.0,Construcţii noi,1.0,0.03,Apartament fără living,Deschis,3,14.0,Euroreparație,,62 m²,62,Cărămidă,274500,Chișinău_Centru,0
,Agenție,1,Individuală,,Exfactor-grup,9.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,12.0,Euroreparație,,,75,,178900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,4.0,Secundar,1.0,,,,1,5.0,Euroreparație,,,20,,35500,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,3,4.0,Variantă albă,,,61,,97600,Chișinău_Telecentru,0
,Agenție,,Brj (Brejnevka),,,5.0,Secundar,1.0,,,,2,5.0,Euroreparație,,,24,Cotileț,39900,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,,Deschis,2,5.0,Variantă albă,,,45,Cotileț,59900,Chișinău_Durlești,0
,Agenție,,Individuală,,,10.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,78,,209990,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,2,5.0,Variantă albă,,,46,,43700,Cojușna_Periferie,0
,Agenție,1,Individuală,,,4.0,Secundar,2.0,,,,3,4.0,Euroreparație,,,69,,97000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Exfactor-grup,8.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,11.0,Euroreparație,,,75,,179900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,5.0,Construcţii noi,2.0,,Apartament cu living,,4,10.0,Euroreparație,,,90,,225000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Basconslux,10.0,Construcţii noi,2.0,,,Deschis,4,12.0,Design individual,,,150,Combinat,464000,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,,3,9.0,,,,90,,180000,Chișinău_Centru,0
,Persoană fizică,1,Garsonieră,,,6.0,Secundar,1.0,,,Deschis,2,9.0,,,,20,,28000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,4.0,Construcţii noi,1.0,,,,2,8.0,,,,42,,50280,Chișinău_Durlești,0
,Agenție,1,Individuală,,,3.0,Secundar,1.0,,Apartament cu living,Deschis,3,5.0,Euroreparație,,,54,,99900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,2,Brj (Brejnevka),,Sevacons,1.0,Secundar,2.0,,Apartament fără living,Deschis,4,5.0,Reparație cosmetică,12 m²,55 m²,72,Cotileț,41000,Criuleni_Centru,0
,Agenție,,Individuală,,,1.0,Construcţii noi,2.0,,,,4,13.0,Euroreparație,,,102,,179000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,Exfactor-grup,9.0,Construcţii noi,2.0,0.0,Apartament cu living,Subterană,3,9.0,Euroreparație,0 m²,89 m²,89,Cărămidă,199000,Chișinău_Ciocana,0
