animals,author_of_the_announcement,balcony_loggia,compartmentalization,children,developer,floor,housing_fund,bathroom,ceiling_height,living_room,parking_spot,number_of_rooms,number_of_floors,apartment_condition,kitchen_area,living_area,total_area,building_type,price,region,is_penthouse
,Agenție,1,Individuală,,,4.0,Secundar,1.0,,Apartament cu living,,3,9.0,Euroreparație,,,55,,92500,Chișinău_Ciocana,0
,Agenție,1,Individuală,,M.V.Construct Service,3.0,Construcţii noi,2.0,,,Deschis,3,6.0,Construcție nefinisată,,,75,Monolit,63900,Cricova_Centru,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,,Subterană,4,5.0,Euroreparație,,,118,,279900,Chișinău_Telecentru,0
Se acceptă animale,Agenție,,Individuală,Se acceptă copii,Exfactor-grup,8.0,Construcţii noi,1.0,0.0,,,4,12.0,Euroreparație,0 m²,156 m²,156,,370000,Chișinău_Botanica,0
,Agenție,1,Individuală,,Exfactor-grup,7.0,Construcţii noi,2.0,,Apartament cu living,Deschis,4,15.0,Euroreparație,,,90,,245000,Chișinău_Ciocana,0
,Persoană fizică,1,Individuală,,Exfactor-grup,3.0,Construcţii noi,2.0,2.8,Apartament cu living,Subterană,3,11.0,Euroreparație,16 m²,80 m²,80,Cotileț,189999,Chișinău_Sculeni,0
,Dezvoltator imobiliar,1,Individuală,,,11.0,Construcţii noi,1.0,2.6,Apartament cu living,Deschis,2,13.0,Euroreparație,14 m²,,54,Combinat,89900,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,Deschis,3,6.0,Euroreparație,,,40,,79900,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,6.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,8.0,,0 m²,0 m²,57,,114900,Chișinău_Telecentru,0
,Agenție,Nu,Ms (serie  moldovenească),,,7.0,Secundar,1.0,,,Deschis,2,9.0,Euroreparație,,,33,Panou,70000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,2.0,Secundar,1.0,,,,2,5.0,,,,20,,38500,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,,,2,15.0,,,,40,,79900,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,10.0,Secundar,1.0,,,,2,10.0,,,,35,,55900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,2.0,0.0,,,4,10.0,Euroreparație,0 m²,0 m²,90,,195000,Chișinău_Ciocana,0
Se acceptă animale,Dezvoltator imobiliar,1,Individuală,Se acceptă copii,,4.0,Construcţii noi,1.0,,Apartament cu living,,3,9.0,Variantă albă,,,68,,84075,Chișinău_Durlești,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,,,3,3.0,Euroreparație,,,44,,89900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,2.0,,,Subterană,4,9.0,Variantă albă,,,70,,70000,Chișinău_Durlești,0
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,12.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,12.0,Euroreparație,,,50,,147900,Chișinău_Ciocana,0
,Agenție,Nu,Individuală,,,2.0,Secundar,1.0,,,Deschis,3,5.0,Fără reparație,,,45,,57900,Chișinău_Botanica,0
,Agenție,,Individuală,,Solomon Construct Imobil,2.0,Construcţii noi,1.0,,Apartament cu living,,3,11.0,,,,60,,140000,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,2.0,,Apartament fără living,Subterană,3,9.0,Construcție nefinisată,,,69,Combinat,70725,Ghidighici_Centru,0
,Persoană fizică,1,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,2,11.0,Design individual,,,70,,320000,Chișinău_Centru,0
,Agenție,,Individuală,,,7.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,12.0,Variantă albă,0 m²,0 m²,70,,119500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,16.0,Construcţii noi,2.0,,Apartament fără living,Deschis,4,16.0,,,,81,,124900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,1.0,,,Deschis,2,12.0,Design individual,,,58,Combinat,173000,Chișinău_Buiucani,0
,Agenție,2,Individuală,,,3.0,Secundar,1.0,,,,5,4.0,Reparație cosmetică,,,84,,119900,Chișinău_Râșcani,0
,Persoană fizică,1,Individuală,,,6.0,Secundar,1.0,,,,2,9.0,Euroreparație,,,38,Panou,74900,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,,,3,5.0,,,,48,,87600,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,1.0,Construcţii noi,1.0,,,Deschis,2,17.0,Euroreparație,,,51,Combinat,92000,Chișinău_Botanica,0
,Persoană fizică,2,Individuală,,Orizont Construct,5.0,Secundar,3.0,2.5,Apartament cu living,Deschis,6,5.0,Euroreparație,27 m²,145 m²,290,Cotileț,349000,Chișinău_Buiucani,0
,Agenție,Nu,102,,,5.0,Secundar,1.0,,,Deschis,1,5.0,Euroreparație,,,22,Cotileț,33900,Chișinău_Telecentru,0
,Agenție,1,Ms (serie  moldovenească),,,10.0,Secundar,2.0,,,Deschis,3,10.0,Euroreparație,,,53,,99900,Chișinău_Ciocana,0
Se acceptă animale,Agenție,1,Individuală,Se acceptă copii,,1.0,Construcţii noi,2.0,0.0,Apartament cu living,Deschis,3,10.0,Variantă albă,0 m²,0 m²,71,,110000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,8.0,Euroreparație,,,60,,140000,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,1.0,,,Deschis,3,5.0,Variantă albă,,,60,,73953,Chișinău_Buiucani,0
,Persoană fizică,,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,,,,79,,169999,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,,Deschis,2,9.0,Euroreparație,,,49,Beton celular,91900,Chișinău_Botanica,0
,Agenție,2,Individuală,,,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,6.0,,19 m²,,77,Cotileț,76900,Hîncești_Centru,0
,Persoană fizică,1,Individuală,,Lagmar Impex,13.0,Construcţii noi,2.0,,Apartament cu living,,3,16.0,,,,64,,87680,Chișinău_Râșcani,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,46,Cotileț,123000,Chișinău_Centru,0
,Agenție,1,Individuală,,,14.0,Construcţii noi,2.0,0.0,,Deschis,3,16.0,Euroreparație,0 m²,0 m²,76,,147000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,Boiar House,1.0,Construcţii noi,2.0,2.7,,Garaj,4,7.0,Variantă albă,,,75,Monolit,65250,Cricova_Centru,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,Apartament cu living,Deschis,2,5.0,Euroreparație,,,33,,68500,Chișinău_Botanica,0
,Persoană fizică,1,Individuală,,,2.0,Secundar,1.0,3.0,,Garaj,3,2.0,Are nevoie de reparație,,,30,Bloc,35555,Orhei_Centru,0
,Agenție,1,Individuală,,,6.0,Secundar,2.0,,,,4,7.0,Reparație cosmetică,,,84,,120000,Chișinău_Ciocana,0
Fără animale,Agenție,1,Individuală,Se acceptă copii,,18.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,21.0,Euroreparație,,,47,,115900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,2.0,,,,2,12.0,Variantă albă,,,50,,105000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,4,14.0,Euroreparație,0 m²,75 m²,75,,245000,Chișinău_Centru,0
,Agenție,2,Individuală,,,11.0,Construcţii noi,2.0,,,,4,12.0,Variantă albă,,,120,,168000,Codru_Centru,0
,Agenție,,Individuală,,,11.0,Secundar,1.0,,,Deschis,2,12.0,Euroreparație,,,25,,48900,Chișinău_Botanica,0
,Agenție,1,Individuală,,Solomon Construct Imobil,2.0,Construcţii noi,1.0,,Apartament cu living,,3,11.0,Euroreparație,,,60,,140000,Codru_Periferie,0
,Persoană fizică,,Individuală,,,1.0,Secundar,1.0,,,Deschis,4,2.0,Euroreparație,,,76,Cotileț,58000,Fălești_Centru,0
,Agenție,,Individuală,,,4.0,Secundar,1.0,,,,1,5.0,Euroreparație,,,23,,43500,Chișinău_Botanica,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,,,2,9.0,Variantă albă,,,40,,57420,Chișinău_Poșta Veche,0
,Agenție,,Individuală,,,4.0,Secundar,1.0,,,,3,5.0,,,,45,,27000,Bălți_8 cartier,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Secundar,1.0,,,,3,2.0,,,,70,,78000,Chișinău_Poșta Veche,0
,Persoană fizică,,Individuală,,,14.0,Construcţii noi,1.0,,,,2,16.0,,,,47,,59000,Chișinău_Botanica,0
,Agenție,Nu,Individuală,,,2.0,Secundar,1.0,,,Sub acoperiș,3,2.0,Euroreparație,,,70,,110000,Chișinău_Centru,0
,Agenție,,Individuală,,,1.0,Construcţii noi,1.0,,Apartament cu living,,2,4.0,,,,54,,185000,Chișinău_Centru,0
,Dezvoltator imobiliar,,Individuală,,Exfactor-grup,2.0,Construcţii noi,1.0,,Apartament cu living,,3,9.0,,,,78,,179000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Secundar,1.0,,,,2,5.0,,,,30,,55000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,3.0,Secundar,1.0,,,,3,9.0,,,,55,,99500,Chișinău_Ciocana,0
,Persoană fizică,2,143,,AMIC,2.0,Secundar,1.0,2.9,,Deschis,4,9.0,Euroreparație,17 m²,70 m²,70,Monolit,180000,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,Lagmar Impex,5.0,Construcţii noi,1.0,,Apartament cu living,,2,16.0,,,,43,,65270,Chișinău_Râșcani,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,,,2,12.0,Variantă albă,,,52,,73000,Chișinău_Durlești,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,32,,64000,Chișinău_Botanica,0
,Agenție,,Individuală,,Dansicons,1.0,Construcţii noi,2.0,,Apartament cu living,,4,10.0,Euroreparație,,,102,,179000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,5.0,Secundar,1.0,,,,3,5.0,Euroreparație,,,50,Cotileț,64000,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Construcţii noi,1.0,2.9,Apartament cu living,Subterană,3,4.0,Variantă albă,28 m²,,79,,78420,Chișinău_Telecentru,0
,Agenție,1,Individuală,,Dansicons,7.0,Construcţii noi,2.0,,,Deschis,4,12.0,Euroreparație,,,90,Cărămidă,229000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,7.0,Secundar,1.0,,,,3,9.0,Euroreparație,,,52,,90000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,15.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,17.0,Euroreparație,,,50,,187000,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,0.0,,,2,5.0,Variantă albă,0 m²,0 m²,47,Cărămidă,117500,Chișinău_Centru,0
,Agenție,,Individuală,,,6.0,Secundar,1.0,,,,3,9.0,Euroreparație,,,58,,115900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,2.0,Construcţii noi,1.0,,,,4,10.0,,,,80,,160000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,1.0,2.8,Apartament cu living,Deschis,3,6.0,Euroreparație,,,70,Cotileț,133900,Chișinău_Telecentru,0
,Agenție,Nu,Individuală,,,3.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,10.0,Euroreparație,,,62,,129900,Chișinău_Poșta Veche,0
Se acceptă animale,Dezvoltator imobiliar,2,Individuală,Se acceptă copii,,1.0,Secundar,2.0,2.9,Apartament cu living,Deschis,4,2.0,Reparație cosmetică,20 m²,86 m²,86,Cotileț,115000,Chișinău_Centru,0
,Agenție,,Individuală,,,2.0,Construcţii noi,1.0,,,Deschis,2,3.0,Variantă albă,,61 m²,61,,105000,Chișinău_Centru,0
,Persoană fizică,,Individuală,,Nicons,6.0,Construcţii noi,1.0,,Apartament cu living,,2,10.0,,,,42,,44300,Chișinău_Durlești,0
,Agenție,,Individuală,,,5.0,Secundar,1.0,,,Deschis,2,5.0,Euroreparație,,,22,,33900,Chișinău_Telecentru,0
,Agenție,1,Individuală,,Reconscivil,7.0,Construcţii noi,2.0,,Apartament cu living,Deschis,3,8.0,Euroreparație,,,72,,158000,Chișinău_Poșta Veche,0
,Dezvoltator imobiliar,Nu,Individuală,,,3.0,Secundar,1.0,,,,2,5.0,Reparație cosmetică,,12 m²,14,Cotileț,24999,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,Apartament fără living,,3,9.0,Euroreparație,,,83,,189000,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,Inamstro,9.0,Construcţii noi,1.0,,Apartament cu living,Subterană,3,10.0,Euroreparație,,,65,,134900,Chișinău_Buiucani,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,0.02,Apartament fără living,,3,14.0,Euroreparație,55 m²,55 m²,55,Cărămidă,119000,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,,3.0,Construcţii noi,2.0,2.8,Apartament cu living,,3,5.0,Dat în exploatare,15 m²,60 m²,60,Combinat,75500,Orhei_Centru,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,Apartament cu living,Subterană,2,10.0,Construcție nefinisată,,,43,,68185,Chișinău_Botanica,0
,Agenție,1,Individuală,,,7.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,12.0,Euroreparație,,,79,Cotileț,165000,Chișinău_Buiucani,0
,Dezvoltator imobiliar,2,Individuală,,Golban Trade,7.0,Construcţii noi,2.0,2.8,Apartament cu living,Subterană,4,7.0,Variantă albă,,,124,Monolit,116000,Hîncești_Centru,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,11.0,Euroreparație,,,46,,125000,Chișinău_Centru,0
,Agenție,,Individuală,,,6.0,Construcţii noi,3.0,0.0,Apartament cu living,,4,7.0,Euroreparație,0 m²,0 m²,113,,340000,Chișinău_Centru,0
,Agenție,1,Individuală,,,6.0,Construcţii noi,2.0,0.0,Apartament cu living,,3,10.0,Euroreparație,0 m²,0 m²,115,,379900,Chișinău_Centru,0
,Persoană fizică,2,Individuală,,Lagmar Impex,14.0,Construcţii noi,1.0,,Apartament cu living,,3,16.0,Construcție nefinisată,,,60,,83999,Chișinău_Râșcani,0
,Dezvoltator imobiliar,1,Individuală,,,15.0,Construcţii noi,1.0,,,,4,16.0,,,,82,,99808,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,2.0,,Apartament fără living,Deschis,4,9.0,Euroreparație,,,86,,170000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,5.0,Secundar,1.0,,,Deschis,3,5.0,Reparație cosmetică,,,42,Cotileț,72000,Chișinău_Râșcani,0
,Agenție,2,Individuală,,,5.0,Secundar,2.0,,Apartament fără living,Deschis,4,5.0,Reparație cosmetică,,,83,,149000,Chișinău_Centru,0
,Agenție,1,Individuală,,Braus Imobiliare,2.0,Construcţii noi,1.0,,Apartament cu living,Deschis,2,12.0,Variantă albă,,,57,,80500,Chișinău_Telecentru,0
,Persoană fizică,1,Individuală,,,3.0,Construcţii noi,1.0,0.0,Apartament cu living,,2,7.0,Variantă albă,0 m²,0 m²,35,,53000,Codru_Centru,0
,Agenție,1,Individuală,,Exfactor-grup,9.0,Construcţii noi,1.0,,,Subterană,3,9.0,Euroreparație,,,74,Cărămidă,195000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,14.0,Secundar,1.0,,,Deschis,3,14.0,Reparație cosmetică,,,52,Panou,78800,Bălți_Centru,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,,2,6.0,,,,40,,79900,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,Inamstro,9.0,Construcţii noi,1.0,27.0,Apartament cu living,Deschis,3,10.0,Euroreparație,20 m²,71 m²,71,Cărămidă,160000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,Inamstro,13.0,Construcţii noi,1.0,,Apartament cu living,Deschis,4,13.0,Variantă albă,,,86,,220000,Chișinău_Sculeni,0
,Agenție,2,Individuală,,,6.0,Construcţii noi,1.0,,Apartament cu living,Deschis,3,8.0,Euroreparație,,,73,,166900,Chișinău_Buiucani,0
,Agenție,,Individuală,,,3.0,Construcţii noi,1.0,0.0,,,2,11.0,,0 m²,0 m²,44,,59900,Chișinău_Poșta Veche,0
,Agenție,1,Individuală,,,8.0,Construcţii noi,1.0,,,,2,21.0,Euroreparație,,,48,,130000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,1.0,Secundar,1.0,,Apartament cu living,Deschis,5,16.0,Euroreparație,,,78,Cotileț,145000,Chișinău_Botanica,0
,Agenție,Nu,Pe pămănt,,,1.0,Secundar,1.0,0.0,,Garaj,2,1.0,Fără reparație,,,32,,50900,Chișinău_Centru,0
,Agenție,,Individuală,,,9.0,Construcţii noi,1.0,,,,4,9.0,,,,65,,105000,Chișinău_Centru,0
,Agenție,,Individuală,,,8.0,Secundar,1.0,,,,4,9.0,,,,69,,89500,Chișinău_Ciocana,0
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,7.0,Construcţii noi,2.0,0.0,Apartament cu living,,4,10.0,Euroreparație,0 m²,0 m²,85,,179000,Chișinău_Buiucani,0
Se acceptă animale,Agenție,2,Individuală,Se acceptă copii,Lagmar Impex,6.0,Construcţii noi,1.0,,Apartament cu living,Subterană,5,10.0,Variantă albă,13 m²,144 m²,144,Beton,158884,Chișinău_Râșcani,0
,Agenție,,Individuală,,,13.0,Construcţii noi,1.0,,Apartament cu living,,4,13.0,Variantă albă,,,86,,220000,Chișinău_Sculeni,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,1.0,,,Deschis,4,9.0,Variantă albă,,,79,,140000,Chișinău_Ciocana,0
,Dezvoltator imobiliar,3,Individuală,,,4.0,Construcţii noi,2.0,2.9,Apartament cu living,Subterană,4,4.0,Variantă albă,37 m²,,102,,95955,Ialoveni_Centru,0
,Agenție,,Individuală,,,12.0,Construcţii noi,1.0,,,,3,2.0,,,,64,,139900,Chișinău_Centru,0
,Persoană fizică,,Individuală,,,5.0,Secundar,1.0,,,Deschis,1,5.0,,,,31,,22300,Bălți_Steluța,0
,Agenție,1,Individuală,,,2.0,Construcţii noi,1.0,,,Deschis,3,4.0,Reparație cosmetică,,,43,Cotileț,79000,Chișinău_Râșcani,0
,Persoană fizică,1,Individuală,,Horus,7.0,Construcţii noi,1.0,,,,2,16.0,Variantă albă,,,43,,77400,Chișinău_Centru,0
,Agenție,1,Individuală,,Exfactor-grup,1.0,Construcţii noi,2.0,,,Deschis,4,13.0,Construcție nefinisată,,,87,Cărămidă,147900,Chișinău_Buiucani,0
,Agenție,Nu,Individuală,,,5.0,Secundar,1.0,,,Deschis,1,5.0,Euroreparație,,,15,Cotileț,29000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,4.0,Construcţii noi,1.0,,,Deschis,4,6.0,Euroreparație,,,94,,251000,Chișinău_Buiucani,0
,Agenție,,Individuală,,,3.0,Secundar,1.0,,Apartament cu living,,2,5.0,Euroreparație,,,35,,77000,Chișinău_Botanica,0
,Agenție,1,Individuală,,,8.0,Secundar,2.0,,Apartament cu living,Deschis,3,9.0,Euroreparație,,,60,,127900,Chișinău_Buiucani,0
,Dezvoltator imobiliar,,Individuală,,,1.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,10.0,,0 m²,0 m²,59,,134900,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,,3.0,Construcţii noi,1.0,,,,3,10.0,,,,60,,148000,Chișinău_Râșcani,0
,Persoană fizică,1,Individuală,,Exfactor-grup,7.0,Construcţii noi,1.0,,Apartament cu living,,2,10.0,Euroreparație,,,48,,115000,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,12.0,Construcţii noi,2.0,,,,4,15.0,Variantă albă,,,84,,105250,Chișinău_Râșcani,0
,Agenție,1,Individuală,,Exfactor-grup,8.0,Construcţii noi,2.0,,,Deschis,2,11.0,Euroreparație,,,50,Cărămidă,124500,Chișinău_Ciocana,0
,Agenție,,Individuală,,,10.0,Construcţii noi,1.0,,,,4,11.0,Euroreparație,,,74,,154900,Chișinău_Telecentru,0
,Agenție,,Cămin familial,,,3.0,Secundar,1.0,,,Deschis,1,5.0,Euroreparație,,,20,Cotileț,36900,Chișinău_Ciocana,0
,Agenție,,102,,,3.0,Secundar,1.0,,Apartament cu living,,2,5.0,Euroreparație,,,35,Cotileț,77000,Chișinău_Botanica,0
,Dezvoltator imobiliar,2,Individuală,,,2.0,Construcţii noi,2.0,,Apartament cu living,,4,12.0,Variantă albă,,,93,,121830,Chișinău_Botanica,0
,Agenție,1,Individuală,,,9.0,Construcţii noi,2.0,,,Deschis,4,10.0,Euroreparație,,,200,Combinat,265000,Chișinău_Botanica,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,Subterană,2,6.0,Variantă albă,,,44,,53000,Trușeni_Centru,0
,Persoană fizică,1,Individuală,,Basconslux,5.0,Construcţii noi,2.0,,,Deschis,4,10.0,Euroreparație,,,100,,179900,Chișinău_Ciocana,0
,Dezvoltator imobiliar,,Individuală,,,4.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,10.0,Variantă albă,0 m²,0 m²,68,Combinat,99999,Chișinău_Ciocana,0
,Persoană fizică,Nu,Cămin familial,,,5.0,Secundar,1.0,,,Deschis,2,5.0,Euroreparație,,,44,Cotileț,67000,Chișinău_Poșta Veche,0
,Persoană fizică,,Individuală,,Lagmar Impex,3.0,Construcţii noi,2.0,0.03,,Subterană,4,15.0,Variantă albă,14 m²,,80,,96000,Chișinău_Poșta Veche,0
,Agenție,2,Individuală,,,9.0,Construcţii noi,2.0,0.0,,Deschis,4,9.0,Euroreparație,,,104,,161000,Chișinău_Râșcani,0
,Agenție,Nu,Individuală,,,12.0,Construcţii noi,2.0,,,Deschis,5,12.0,Variantă albă,,,121,,121000,Chișinău_Telecentru,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,2.0,,,,3,4.0,Variantă albă,,78 m²,78,,144300,Chișinău_Buiucani,0
,Agenție,1,Individuală,,,1.0,Construcţii noi,2.0,,,Garaj,3,7.0,Variantă albă,,63 m²,63,Cotileț,91350,Dumbrava_Centru,0
,Agenție,Nu,Individuală,,,3.0,Secundar,1.0,0.0,,Deschis,1,5.0,Euroreparație,0 m²,0 m²,17,,28900,Chișinău_Ciocana,0
,Agenție,2,Ms (serie  moldovenească),,,9.0,Construcţii noi,2.0,,,Deschis,3,10.0,Reparație cosmetică,,50 m²,56,Panou,58000,Ungheni_Centru,0
,Agenție,1,Individuală,,,10.0,Construcţii noi,2.0,,Apartament cu living,,4,11.0,Variantă albă,,,85,,125000,Chișinău_Botanica,0
,Dezvoltator imobiliar,,Individuală,,Horus,1.0,Construcţii noi,1.0,,,,2,10.0,Variantă albă,,,44,,72600,Chișinău_Râșcani,0
,Dezvoltator imobiliar,,Individuală,,,5.0,Construcţii noi,1.0,0.0,,,3,9.0,,0 m²,0 m²,60,,136500,Chișinău_Ciocana,0
,Agenție,,Individuală,,,9.0,Construcţii noi,1.0,,,,3,12.0,Euroreparație,,,48,,126500,Chișinău_Centru,0
,Agenție,,Individuală,,,7.0,Secundar,1.0,,,,3,7.0,,,,46,,69000,Chișinău_Buiucani,0
,Agenție,,Individuală,,Estate Invest Company,2.0,Construcţii noi,1.0,0.0,Apartament cu living,,3,12.0,Euroreparație,0 m²,0 m²,63,,119900,Chișinău_Telecentru,0
,Persoană fizică,1,Individuală,,,16.0,Secundar,1.0,,,,2,17.0,Fără reparație,,,50,Monolit,70500,Chișinău_Botanica,0
,Agenție,1,Individuală,,,6.0,Secundar,1.0,,,,2,10.0,Reparație cosmetică,,,49,,104900,Chișinău_Botanica,0
,Agenție,1,Ms (serie  moldovenească),,,6.0,Secundar,1.0,,,Deschis,2,9.0,Reparație cosmetică,,,35,Panou,79900,Chișinău_Botanica,0
,Agenție,1,Individuală,,,4.0,Construcţii noi,1.0,,,Deschis,3,6.0,Euroreparație,,,60,Cărămidă,108000,Chișinău_Telecentru,0
,Dezvoltator imobiliar,,Individuală,,,13.0,Construcţii noi,1.0,,,,4,15.0,,,,94,,255000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,3.0,Construcţii noi,1.0,,,,3,8.0,Variantă albă,,,65,,117000,Chișinău_Botanica,0
,Dezvoltator imobiliar,1,Individuală,,,2.0,Construcţii noi,3.0,,,Deschis,3,9.0,Variantă albă,,,68,,78660,Chișinău_Durlești,0
,Agenție,1,Hruşciovka,,,5.0,Secundar,1.0,,,Deschis,3,5.0,Variantă albă,,,45,Panou,59900,Chișinău_Botanica,0
,Agenție,,Individuală,,,6.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,34,,65900,Chișinău_Ciocana,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,Apartament cu living,,3,7.0,Euroreparație,,,88,,285000,Chișinău_Centru,0
,Agenție,,Individuală,,,5.0,Construcţii noi,1.0,,,,3,14.0,Euroreparație,,,55,,119900,Chișinău_Centru,0
,Dezvoltator imobiliar,1,Individuală,,Exfactor-grup,2.0,Construcţii noi,2.0,3.0,Apartament cu living,,3,17.0,Euroreparație,,,64,,155900,Chișinău_Botanica,0
,Agenție,,Individuală,,,9.0,Construcţii noi,1.0,,Apartament cu living,,3,10.0,Euroreparație,,,89,,209000,Chișinău_Ciocana,0
,Agenție,,Individuală,,,10.0,Construcţii noi,1.0,,,,2,10.0,,,,40,,102500,Chișinău_Centru,0
,Persoană fizică,1,Individuală,,,10.0,Construcţii noi,1.0,,Apartament cu living,,4,11.0,Reparație cosmetică,,100 m²,100,Cotileț,118000,Chișinău_Poșta Veche,0
,Dezvoltator imobiliar,,Cămin familial,,,6.0,Secundar,1.0,,,,2,9.0,,,,18,,24900,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,8.0,Secundar,2.0,,,Deschis,3,13.0,Euroreparație,,,61,,91140,Chișinău_Ciocana,0
,Dezvoltator imobiliar,3,Individuală,,,4.0,Secundar,2.0,,,Deschis,4,9.0,,,,79,,89900,Bălți_BAM,0
,Persoană fizică,1,Ms (serie  moldovenească),,A-casa,1.0,Secundar,1.0,0.33,,Deschis,4,5.0,Reparație cosmetică,52 m²,63 m²,63,Cotileț,83000,Chișinău_Râșcani,0
,Agenție,1,Individuală,,,12.0,Construcţii noi,1.0,0.0,Apartament cu living,Deschis,3,12.0,Euroreparație,,,63,,180000,Chișinău_Ciocana,0
,Agenție,1,Individuală,,,11.0,Construcţii noi,2.0,,Apartament cu living,,4,11.0,Euroreparație,,,120,,175000,Chișinău_Centru,0
,Agenție,,Individuală,,Exfactor-grup,8.0,Construcţii noi,1.0,,,,2,10.0,Euroreparație,,,47,Cărămidă,124500,Chișinău_Ciocana,0
